Column1,Unnamed: 0,No.,Comment,Label
713,713,714,10 khẩu vandal = ) ),0
8043,8043,8044,oner báo ác vãi cặc,2
6326,6326,6327,thằng mid ping,0
4176,4176,4177,kia ngon_thế,0
3235,3235,3236,kotl hơi hg awesome,0
4533,4533,4534,tỉ 1 ns,0
3988,3988,3989,ngài direct move nhảy dạo tín_vậy,0
4784,4784,4785,líu d cha_nội,0
2641,2641,2642,trúng highlight,0
1600,1600,1601,"có tiến_bộ , 1 kill chúc_mừng đại_diện vn",0
5830,5830,5831,tắt tool đi jinx,0
1553,1553,1554,clm j đá r,1
7058,7058,7059,k kịp : ( (,0
7643,7643,7644,ad ces hơi đuối,0
691,691,692,giật,0
5710,5710,5711,cug,0
6921,6921,6922,biet ma,0
3976,3976,3977,ngài cầm slark ez win,0
7539,7539,7540,sgb đi cktg doublelift vcs gam não,2
3258,3258,3259,vy nghi,0
7969,7969,7970,dc flas ngon tham,0
3956,3956,3957,tỉ_số anh_em,0
6079,6079,6080,trình rách,0
5679,5679,5680,kẹp,0
2314,2314,2315,nó chiêu 2 chạy mắt ?,0
7368,7368,7369,bảo_kê đc vayne bắn trận lày,0
5815,5815,5816,d m tưởng,1
5913,5913,5914,ae tank đi tao duoing tao poke lkkk,0
2770,2770,2771,yeahhhhhhhhhhhhhhhhhhhhhhh,0
3163,3163,3164,chạy = ) ) ) ),0
6166,6166,6167,đánh,0
8015,8015,8016,tê liệu,0
3637,3637,3638,hình_như bật stream hôm bữa ngài học,0
651,651,652,hand,0
7709,7709,7710,thua sợ,0
5562,5562,5563,rừng xanh afk sp,0
4496,4496,4497,? ?,0
6850,6850,6851,trừ 60 đạo_đức,0
3018,3018,3019,bắn như_t,0
5850,5850,5851,lỗ,0
5073,5073,5074,mai mẹ mày chết,2
2411,2411,2412,red hayyyyy,0
6610,6610,6611,cẹc,1
5366,5366,5367,đánh hòa,0
7299,7299,7300,jhin bắn r quần què z : ) ),0
1809,1809,1810,flash # 4,0
5333,5333,5334,afk,0
2422,2422,2423,ybneth tốc biến r,0
4731,4731,4732,vua slark akcat - orange - whistling,0
3049,3049,3050,bet bủng . bữa nạp 2tr 12 triệu thua tất,0
6504,6504,6505,jax lồn,2
1088,1088,1089,bạn phong là ai đấy,0
2046,2046,2047,ko ao làng,0
4740,4740,4741,wiki ghi m87,0
1457,1457,1458,bro giúp tôm sáng_mắt,0
7775,7775,7776,ban pic thua,0
7905,7905,7906,giải đi vuốt râu,0
4063,4063,4064,1 stream 1xbet tầm 1k $ k ngài ?,0
2982,2982,2983,et dắt línhawesome,0
7927,7927,7928,bá đần,0
4288,4288,4289,s1mple : dream team phản_bội,0
4219,4219,4220,h fanboiz uống beer nha,0
4614,4614,4615,tưởng off : v,0
604,604,605,! schedule ;,0
514,514,515,dừng 4 võ league u23 đá sea game,0
4441,4441,4442,team kia pick es mid hơi mệt đấy,0
4168,4168,4169,old g2 vs s1mple,0
6768,6768,6769,out trình vãi lồn,1
2944,2944,2945,am - dp cháy vkl,1
7628,7628,7629,mc makeup màu msi,0
8045,8045,8046,oner liệt nút r,0
4774,4774,4775,xong awesome,0
1047,1047,1048,2 - 0,0
7671,7671,7672,đia1 đánh ghê,0
2627,2627,2628,trận fl đánh hả ae,0
7059,7059,7060,gấp đôi cầu a,0
146,146,147,dạo lok đá ?,2
3609,3609,3610,hát ngài tiền bọn,0
1711,1711,1712,đội 1 thua im,0
862,862,863,bố thor,0
2164,2164,2165,mày nằm gầm giường s call,0
5799,5799,5800,sp gánh tụi mày lo,0
4221,4221,4222,khu kia cua \,0
3240,3240,3241,gậy xanh r đi săn,0
2804,2804,2805,@ hisu tv bữa 1 / 10 asimov bú,1
7560,7560,7561,mấy nhóc chờ thua xog chửi,2
5791,5791,5792,khóc tui,0
459,459,460,fnc chúa hề hả ae ? ?,0
5038,5038,5039,trận thót_tim vãi lồn,1
1307,1307,1308,trần_bình pick j cx đc đừng pick_enzo,0
4878,4878,4879,"vãi lồn , bot 5 ? chiến_thuật phá",1
4269,4269,4270,rp timber bất_lực r,0
3478,3478,3479,et clgt,1
5473,5473,5474,đánh ad,0
3117,3117,3118,pick toàn rank dc ko,0
6065,6065,6066,po5 đi moà,0
2569,2569,2570,chan e đng sung sung,0
4793,4793,4794,ad bắn yếu,0
5406,5406,5407,đánh ép tru .,0
3304,3304,3305,csgo biet choi,0
1678,1678,1679,dậy múa đi,0
5662,5662,5663,tao đánh graves đẹp,0
427,427,428,link nhạc khum ?,0
6006,6006,6007,1 hit one kill,0
7744,7744,7745,địa_ngục,0
7419,7419,7420,hello anh_em,0
5090,5090,5091,15ff đấy,0
6785,6785,6786,dám = ) ) ),0
4972,4972,4973,gam đi msi đi se đi nhục vn lắm,2
2143,2143,2144,mất kiểm_soát vô_địch r,0
606,606,607,"@ nam đỗ_nah , văn ngu ngu , t chả chê văn ngu ngứa_mồm",2
4687,4687,4688,"vice car lone , 200m may_ra",1
1189,1189,1190,hoảng_vl,1
5272,5272,5273,địt con_mẹ de o dame,1
4871,4871,4872,sủa anie,2
509,509,510,vff fun huống_chi esport,0
3640,3640,3641,hổ gánh còng lưng,0
3418,3418,3419,đm hang fan bòi k ánh_sáng rùi,1
4750,4750,4751,wot,0
293,293,294,bù khu đi,2
405,405,406,"fpx seed 1 visa , fnatoac seed 3 eu derke , lulquit seed 4 , g2 eu last hope",0
3694,3694,3695,kẻ đi chim chim,0
5904,5904,5905,vui,0
7581,7581,7582,gam đái,2
4394,4394,4395,stream anh_em cười k tryhard đc,0
7345,7345,7346,ngựa ganh uy_tín,0
1815,1815,1816,flo chiến vl,1
4344,4344,4345,sỉ_nhục ngài,0
3451,3451,3452,đừng như berlin 2019,0
5848,5848,5849,đợt lính,0
6815,6815,6816,còn k ae,0
6419,6419,6420,fam hộ,0
1160,1160,1161,vl cầm boom di_chuyển kìa \,1
2330,2330,2331,nói red đánh ad kém,0
646,646,647,ác,0
1814,1814,1815,flo 2 đi đánh xu_thế,0
5583,5583,5584,đánh ashe,0
7807,7807,7808,nhả cúp đi,0
7776,7776,7777,nể ?,0
353,353,354,vcl 9 - 3,1
3172,3172,3173,chế_độ simp1e,0
4615,4615,4616,tuyển pháp thắng,0
1019,1019,1020,2 team trường mấy,0
6885,6885,6886,hội viện hả,0
3046,3046,3047,béo vl,1
660,660,661,vẫn ko tiền kìa,0
7426,7426,7427,nội,0
3551,3551,3552,gem đi ngài,0
2517,2517,2518,team,0
309,309,310,vừa cạo lông trang chào,0
4751,4751,4752,wr ác,0
2491,2491,2492,t đi coi world_cup_đây,0
2948,2948,2949,am kia khổ : ) ),0
7163,7163,7164,tình_nghĩa anh_em : ) ) ) ),0
2119,2119,2120,má evos cứu het mẹ r,1
7795,7795,7796,thăng vua thua nhì,0
447,447,448,fpx kẹt visa,0
1023,1023,1024,chờ 10p,0
6581,6581,6582,giải_trí vãi đít,1
1967,1967,1968,hq giải phong_cách,0
3932,3932,3933,mr hổ starfall clgd,1
2612,2612,2613,tôm lển,0
6527,6527,6528,2 thằng lồn bot dốt vãi cặc đéo lo đánh,2
3017,3017,3018,bắn muộn vãi ò,1
1098,1098,1099,in4 ddc k,0
4787,4787,4788,giết,0
355,355,356,năm_ngoái kru nip,0
6034,6034,6035,camp ngu chó,1
7046,7046,7047,xây lò nóng a,0
1358,1358,1359,bắn chán . ngủ sớm_mai đi,0
1877,1877,1878,giờ stack dc 5thằng : ),0
6432,6432,6433,sủa lemne,1
7504,7504,7505,k dc kịch bảb ces thua ván 1,0
1721,1721,1722,team run vô bắn,0
1689,1689,1690,dell kill lun,1
5794,5794,5795,bò,1
6332,6332,6333,trình,0
6603,6603,6604,cầm yone hơi kém,0
5945,5945,5946,ping 40 giật,0
6181,6181,6182,gam suất vô lun,0
3192,3192,3193,người_ta sủi đi tí,0
0,0,1,đu v l,1
437,437,438,đen_thế,0
5988,5988,5989,ad ngáo hả,2
1429,1429,1430,bo mấy v mn,0
6622,6622,6623,thua cặc lợi_thế_mà đòi đẩy lẻ ?,1
6267,6267,6268,tác_dụng feed,0
2243,2243,2244,mdh đi,0
6932,6932,6933,ngồi_thiền = ) ),0
3269,3269,3270,cóc tổ_sư,0
7339,7339,7340,bot game,0
3501,3501,3502,farm to die,0
7248,7248,7249,máy_chủ việt_nam đỡ lag,0
963,963,964,lok,0
4227,4227,4228,quạt đực lặn r,0
2457,2457,2458,sát quỷ đoàn cố nha,0
585,585,586,"quê đi , tiệm net đông tuần",0
3007,3007,3008,bait cỡ,0
2156,2156,2157,mấy đứa chê ngon bắn thế_giới đi vn ghét thông_cảm_hiểu,0
1140,1140,1141,ngài não to vcd,1
3287,3287,3288,lich skill đi focus,0
5635,5635,5636,ngu,1
4186,4186,4187,pango supp ngài,0
595,595,596,mà nip phết,0
528,528,529,loi am a `,0
2254,2254,2255,ngạo_nghễ fan bồn lình,2
2308,2308,2309,nhục ? bọn m dc ngta kh cào phím,0
1403,1403,1404,bình_luận quài,0
2050,2050,2051,krixi,0
4710,4710,4711,vl ulti 1 cây_số,1
4508,4508,4509,awesome,0
5918,5918,5919,drop hừng đông vcs j vãi lồn,1
7599,7599,7600,3 ván đi ngủ đẹp,0
695,695,696,m4 ak nerf,0
2882,2882,2883,3 cover vcl,1
3060,3060,3061,bình_luận sân_khấu,0
5671,5671,5672,mày đi sai đường,0
582,582,583,nói,0
6158,6158,6159,quê vãi lồn,1
4929,4929,4930,tướng rác vl,2
6015,6015,6016,băng nè,0
2016,2016,2017,,0
4310,4310,4311,18,0
6674,6674,6675,ping,0
1204,1204,1205,@ metachi tv đợi evos top 1 đi,0
1067,1067,1068,ez,0
5811,5811,5812,,0
6983,6983,6984,dao bluetooh,0
5987,5987,5988,bỏa bố r 4 vs 5 đánh đéo,1
7742,7742,7743,noway đẹp_trai ác,0
1099,1099,1100,thanh_niên cầm yoru mếm đouble ace,0
3023,3023,3024,bắn tùm_lum,0
4621,4621,4622,mày nãy_giờ chả magnus,0
7236,7236,7237,cào thốn,0
4303,4303,4304,k bash v ngài,0
1926,1926,1927,hev cl j,1
1216,1216,1217,1 phút 2 phát,0
4157,4157,4158,ô 18 r anh_em ? ?,0
5683,5683,5684,đáng_ra mày đuổi sp,0
7687,7687,7688,word la dau : ) ),0
3379,3379,3380,"đc game đầu quạt đực gáy kinh lắm , bảo say bia",0
4119,4119,4120,nít ròi,0
5787,5787,5788,mal đánh đi,0
466,466,467,thế vui game cx,0
390,390,391,lulquit khéo tối thua nốt xerxia,2
2711,2711,2712,vgm fl nhả vía vô_địch,0
1258,1258,1259,a ét phịt na phú đớ phịt xuna ae rách 5 củ_k,2
1125,1125,1126,vl smoke heaven omen : ) ),1
6790,6790,6791,thua sân_khấu liên_quân hồi seagames vn,0
6320,6320,6321,chat akll,0
7558,7558,7559,"elk esport , ngài bin vs yagao đánh vô mấy th đánh = ) )",0
2211,2211,2212,mỗi line thua 1k tiền : ) ),0
4043,4043,4044,ngài sô,0
2089,2089,2090,lọc quân_đoàn,0
1636,1636,1637,cũng thê,0
3027,3027,3028,báo giổ,0
2621,2621,2622,trần bình căng,0
7858,7858,7859,wukong nảy rừng bá,0
7737,7737,7738,kháp : ) ) thái lẻn vãi lồn,1
3701,3701,3702,kenny ae,0
3994,3994,3995,ngài team k,0
6925,6925,6926,kinh,0
1399,1399,1400,bình đừng pick enzo,0
2313,2313,2314,nip to vcl,1
3381,3381,3382,dduowcj chua,0
4381,4381,4382,sợ_vl,1
8090,8090,8091,999 lam may ac vl,1
7469,7469,7470,ko xàm gundam cút ?,2
3705,3705,3706,kèo vứt a hùng awesome,0
668,668,669,phantom rác,0
3463,3463,3464,ed_sheeran,0
7273,7273,7274,ôiii_mạnh,0
7227,7227,7228,rank vàng tool,0
600,600,601,hope no hope,0
2312,2312,2313,niệm mẹ r,1
1822,1822,1823,flo múa đc,0
5189,5189,5190,đụ má,1
6513,6513,6514,học doinb hả caps,0
3594,3594,3595,hà lội ae ko,0
2167,2167,2168,mấy r,0
2822,2822,2823,1 mạng chó đổi 4 mạng,2
5567,5567,5568,mày ẳng,2
5953,5953,5954,mày giỏi mid def đi,0
947,947,948,tóc dế,0
1854,1854,1855,game 3 ko ?,0
4919,4919,4920,nhạc tẩm đớ,0
410,410,411,mấy nga ngố u cà_na dính chính_trị chán,0
1329,1329,1330,gấu bò đc top 1_,0
6874,6874,6875,khẩu nâng_cấp max dmg to cực a,0
247,247,248,whip ghê_vcl,1
6651,6651,6652,mid kìa,0
6945,6945,6946,1 chọi 6 : ) ) ) ),0
3481,3481,3482,ez win,0
49,49,50,giống 2 giọt đai : ) ),1
1335,1335,1336,"bacon vô_địch sgp dăm tỷ ,",0
7926,7926,7927,hôm_nay 369 roll,0
1092,1092,1093,ko hôm_qua horizon ace lênh_láng : ) ) ) ),2
2520,2520,2521,team v . . ? ?,0
3890,3890,3891,medu ngài medu mát,0
7072,7072,7073,địa_chỉ . : v,0
961,961,962,omeeee,0
3335,3335,3336,pepsi,0
5003,5003,5004,16 - 2 thua bạc_nhược vãi lồn,1
2577,2577,2578,thời tứ bắn gk c4 m sợ chx chs game phán,0
1708,1708,1709,đoán thua,0
4644,4644,4645,vailoz vs mid,1
5746,5746,5747,lồn ad,2
1594,1594,1595,"có nero đương_kim vô_địch king solo , sợ thai in : ) ) )",0
4066,4066,4067,nghi bắn cs2,0
4564,4564,4565,tưởng áo mu,0
2329,2329,2330,,0
630,630,631,sang cr stream,0
3938,3938,3939,muỗi đốt inox,0
3815,3815,3816,loss bây,0
1858,1858,1859,game tam_quốc,0
5582,5582,5583,dung,0
7314,7314,7315,đánh 1 trận zed rừng đi,0
5476,5476,5477,nhầm căng,0
6367,6367,6368,30p,0
4467,4467,4468,thằng béo béo buộc tóc tier 1 tỷ,2
639,639,640,jampi chubedan : v,2
273,273,274,hello híu thỉ năng,2
3305,3305,3306,"game đi , viewer đỡ đau mắt",0
3832,3832,3833,má vang = ) ),1
7549,7549,7550,"k acc hàn đánh kiểu ? , kati cố_gắng hết_sức ? , bất_bại vn london đòi thắng mãi ? , gg k đội yếu , giỏi đánh ? ?",0
3512,3512,3513,free farm nothing awesome,0
1206,1206,1207,@ quốc_quang heavy : ),0
8083,8083,8084,zeus top đầu toàn thành mèo_mướp,0
3467,3467,3468,enchant đẩy ngài kotol : ) ),0
1966,1966,1967,"hq đồ sinh_tồn may_ra kiếm đc đừng cầm súng ,",0
5025,5025,5026,tham thâm,0
4752,4752,4753,wr sd counter,0
6736,6736,6737,rừng hất 5 thằng tao chat r,0
3503,3503,3504,farm xong đi feed,0
1469,1469,1470,bùng_nổ ae,0
5559,5559,5560,ghê,0
5720,5720,5721,2 mạng,0
2972,2972,2973,amnghe am thanh_la dc roi,0
5057,5057,5058,thoát,0
6069,6069,6070,đọc a chư r mấy thằng ngu nhục ? ?,2
8089,8089,8090,vãi 1 game,1
3218,3218,3219,cl_hitpoints 500 : ) ),0
1405,1405,1406,bình mãi đỉnh,0
6377,6377,6378,đời,0
2066,2066,2067,late mqks,0
411,411,412,na emea hành ko quen ; ( (,0
7084,7084,7085,iq vô_cực,0
39,39,40,thằng chếc tiệc,2
5472,5472,5473,,0
5009,5009,5010,cam đần k mượt,2
1709,1709,1710,đọc cmt cười ẻ,1
5143,5143,5144,pick ad sp,0
78,78,79,show loa đi,0
5345,5345,5346,roi blame,0
1181,1181,1182,? ? ? freedom flick j_vậy,0
6086,6086,6087,map xấu ko đẹp lpl,0
2576,2576,2577,"thua , lật dc",0
6773,6773,6774,bịp,0
7954,7954,7955,đánh láo,0
6182,6182,6183,mày,0
4478,4478,4479,hp thằng bs chạyawesome,0
6174,6174,6175,mày đẩy lẻ cno đánh gỡ,0
2128,2128,2129,mặc j kệ ngt đi miễn ngt đẹp đc r,0
5611,5611,5612,thua lane,1
1714,1714,1715,đội_tuyển sợ : ) ),0
889,889,890,dep v,0
680,680,681,heh,0
2481,2481,2482,sợ độc viper x2 dame spam chết : v,0
1439,1439,1440,bồn lình k live hơi chán,2
7639,7639,7640,pun sâu vãi cặc,2
205,205,206,adu sinh_nắng,1
6067,6067,6068,đéo,1
2396,2396,2397,quý ko báo,0
3071,3071,3072,dust,0
3740,3740,3741,ko j,0
2176,2176,2177,mấy trẩu kiếm code hả,0
3749,3749,3750,chim,0
4579,4579,4580,trai quạt,0
4933,4933,4934,mad cầm bình oxi thở đánh r,0
5065,5065,5066,tao khiên nnnnnnn,0
6861,6861,6862,gửi tiền vô ngân_hàng xong cướp ngân_hàng hóa cướp tiền : ) ),0
284,284,285,đọc cmt chúc niểng 1,0
2791,2791,2792,: v ulti,0
4525,4525,4526,thua phát card kênh chat,0
3109,3109,3110,ca team chet,0
4242,4242,4243,rank 10 - 11k đánh ko anh_em : v,0
2816,2816,2817,1 chùy nửa máu_thế kia ; ) ) ),0
4911,4911,4912,k bá đần k,2
7232,7232,7233,tool gi lịch_sử chán đời,0
5434,5434,5435,khỏe_ch,0
34,34,35,cmnr,1
1757,1757,1758,evos leo_tháp,0
7288,7288,7289,máy_tính tập_thể_dục thể_thao khỏe_người,0
6729,6729,6730,2 - 2 3 - 1,0
6735,6735,6736,bm hell elo,0
6127,6127,6128,gg xây xxong dell tiền đéo 1 đồng chê môm giỏi,1
40,40,41,này jampi trung cộng cài ,2
4664,4664,4665,""" cưỡi bé "" awesome",0
5227,5227,5228,d m rito,2
4473,4473,4474,thang nao de thang s1mple try hard the,0
5470,5470,5471,tao sợ mày chết,0
3162,3162,3163,cháy ae,0
806,806,807,kiểu jett bắn_thủ k op k đc : ) ) jett op đôi thân ,0
7921,7921,7922,vãi lồn đánh thở bình oxi = ) ),2
3248,3248,3249,co quy,0
5818,5818,5819,ok,0
7367,7367,7368,mai ngày_kia ? giá,0
4502,4502,4503,dmg,0
4087,4087,4088,nhạc nhạc ngựa awesome,0
4092,4092,4093,the,0
2191,2191,2192,mé nãy đoán top 8 sai hahah,0
2628,2628,2629,trận 4 hq 0kill dẹp nghỉ coi,0
1187,1187,1188,toang = ) ),0
3692,3692,3693,kda = sup awesome,0
8016,8016,8017,,0
3271,3271,3272,com ?,0
2017,2017,2018,. góc hẹp k công nade chết,0
5386,5386,5387,tốp ngu vl,2
6980,6980,6981,ng ko bao h thắng thắng,0
103,103,104,diễn ácccc,0
899,899,900,iu ck iu iu iu iu < 3333333,0
1826,1826,1827,flo tinh he,0
6549,6549,6550,ping đéo đánh,1
3848,3848,3849,manta_dodge,0
728,728,729,việt_nam bắn kém view : ) ) ),0
4127,4127,4128,lệ xịn,0
1454,1454,1455,bro cũg,0
4214,4214,4215,awesome,0
4061,4061,4062,ngáp nghiện awesome,1
5290,5290,5291,lồn mẹ j4 ko chết,2
609,609,610,mô_tả link lịch đấu,0
6669,6669,6670,ngu_dốt,1
2048,2048,2049,ko thể cản đc ma,0
220,220,221,beniia hồi ult lv,0
6792,6792,6793,lồn mé,1
5539,5539,5540,cấm ys,0
4271,4271,4272,rpk mafia lừ_lừ,0
637,637,638,take me bé đần jampi,2
4667,4667,4668,vc speed = ) ),1
2928,2928,2929,ae heater bia,0
4735,4735,4736,vui_vẻ,0
3950,3950,3951,navi vô địchhhhhhh,0
145,145,146,"anh gay ? em đường_dây gay , mấy ảnh lắm",2
1903,1903,1904,hayyyyyyy,0
2435,2435,2436,sai_lầm hq đắng fl,0
6426,6426,6427,giải bá_điền_out đc ko ?,0
4807,4807,4808,tí ke cm thằng sion,1
7902,7902,7903,ngố vãi cặc,1
4868,4868,4869,cẩn_thận thua nhục lắm zai,0
5464,5464,5465,set thua nasus,0
4574,4574,4575,tp chếtawesome,0
7573,7573,7574,gam đòi = ) ) ) ),0
2341,2341,2342,,0
699,699,700,"các theo_dõi giải_đấu valorant masters : reykjavík , tổ_chức reykjavík - iceland",0
5261,5261,5262,đi tè xong,0
5882,5882,5883,bắt,0
6628,6628,6629,o kai,0
1753,1753,1754,ét ô ét jiro đẹp_trai,0
855,855,856,odin kìa,0
1207,1207,1208,@ xuan_han_ho m bắn,0
3885,3885,3886,mẹ ngài tội_gì ? ?,0
5305,5305,5306,gam đợi nhánh thắng : ) ),0
7309,7309,7310,đồng 2 kim_cương 2,0
6718,6718,6719,spmh,0
6145,6145,6146,sp đấy,0
1217,1217,1218,1 trận ? ? ? ?,0
3653,3653,3654,hợm_hĩnh,0
5256,5256,5257,gam vô_địch,0
2986,2986,2987,suyễn ác,0
5124,5124,5125,kinred lck lạ,0
5754,5754,5755,eq,1
802,802,803,mất op,0
6136,6136,6137,,0
1860,1860,1861,gào rú lênnnn,0
3717,3717,3718,khỏi bắn = ) ),0
3624,3624,3625,hên mr hổ cứu,0
7218,7218,7219,mù_mắttt,0
7806,7806,7807,miễn_là ae vui,0
4897,4897,4898,eo hieu luon,1
1020,1020,1021,g2 moi doi line up ha ae,0
643,643,644,khác_biệt tệ,0
1618,1618,1619,con mây 2k5 đánh baldum_k 1 tý tác_dụng : ) ) ) ) ),2
3307,3307,3308,nhạc quỷ auto rank awesome,0
1527,1527,1528,chớp gáy,2
4928,4928,4929,tướng rác,2
4753,4753,4754,ww hồi scep thả diều ngài,0
6176,6176,6177,vl waiting room cống ngầm_vậy,1
5954,5954,5955,ms zô game,0
7995,7995,7996,lấy fl đi dc,0
5747,5747,5748,tham,0
3132,3132,3133,căng,0
204,204,205,vl sinh nang,1
5055,5055,5056,đánh,0
7867,7867,7868,doran cay,0
8073,8073,8074,"well thua , faker thời buồn vãi",0
2996,2996,2997,atralis đổi logo thành chữ gl hình nha . fan atra 50,0
133,133,134,clm quê,1
4134,4134,4135,non lắmmmmmmmm,0
1651,1651,1652,đá thủ trần_bình,0
2703,2703,2704,vcll until,1
5511,5511,5512,bảo afk đi,0
2350,2350,2351,ông vua nhì,0
5973,5973,5974,mal ngu điên .,2
1789,1789,1790,fl cố,0
4334,4334,4335,shox bắn awp nhạc chạy đầu : ) ),0
4145,4145,4146,nyx cosplay 458,0
4149,4149,4150,nyx kia ngài đánh = ) ),0
5846,5846,5847,,0
7459,7459,7460,style chim_mồi,0
1161,1161,1162,vizz bắn cháy quáawesome,0
3796,3796,3797,lineup titan envyus,0
399,399,400,fpx,0
2827,2827,2828,1000hp ? = ) ) ),0
7245,7245,7246,theme ( giao_diện ) live stream giải phèn hình_ảnh game sương_mù trắng khó_chịu . đổi phát_hành thuê đội_ngũ tổ_chức giải gà,0
12,12,13,timing dẫm toang vl,1
5035,5035,5036,oner báo ác vc,1
1891,1891,1892,kia,0
1468,1468,1469,bùng,0
665,665,666,dúng r bro,0
1276,1276,1277,ae murad 2 chân 2 giày kìa,0
7350,7350,7351,ngu chat fr : ) ) ) ) ),2
1158,1158,1159,"vl dạt toàn góc_đấu chỏm đầu , đ : v",1
6490,6490,6491,sủa,2
1176,1176,1177,@ trâu ú round thắng,0
2587,2587,2588,tin bâng đừng mik bâng gánh nịt,0
318,318,319,bù khu đi,2
5855,5855,5856,,0
6857,6857,6858,đã nguu còn chs allain,0
6022,6022,6023,,0
5874,5874,5875,h ko nổi chat all chửi rừng,0
7564,7564,7565,elk đần ác,0
7217,7217,7218,vô_danh trc ngon a,0
6293,6293,6294,mày pick,0
6457,6457,6458,th hữu trung sủa lắm,2
7027,7027,7028,ơ kìaaaa,0
784,784,785,lì_nè,0
4113,4113,4114,medu,0
5968,5968,5969,đánh nghiệp_dư,0
6251,6251,6252,,0
2061,2061,2062,quà,0
5824,5824,5825,bliz hả,0
5892,5892,5893,trụ fa,0
5236,5236,5237,gank,0
2380,2380,2381,qi skin ko ghê,0
3671,3671,3672,inferno cs2,0
4872,4872,4873,tấu hài vãi nồi,1
4733,4733,4734,thi_đấu thổi kèn,0
1518,1518,1519,chim chớp cay lắm,0
217,217,218,vl : ) ),1
3059,3059,3060,bình_luận ncc,1
7187,7187,7188,cảnh_sát dai vãi lồn,2
3784,3784,3785,pike chạy : ) ),0
5757,5757,5758,xong rừng gank,0
2454,2454,2455,wag kỹ_năng ko chứng_minh món bt,0
1693,1693,1694,đg view kìa,0
5732,5732,5733,đừng bắt lẹ,0
4135,4135,4136,nonnnnnnnnnnn,0
4514,4514,4515,tắt stream bắt xe xì_gòn awesome,0
6204,6204,6205,rừng,0
6554,6554,6555,vl r,1
6289,6289,6290,2000 - 5 - 4,0
2437,2437,2438,sao live,0
6842,6842,6843,a gà vcl,1
6049,6049,6050,kêu 2 thằng,0
3328,3328,3329,cypher bàn_phím vl,1
2616,2616,2617,máy mẹ đi mấy cu,0
7942,7942,7943,nói chuẩn vãi lồn,1
3563,3563,3564,giap beo,0
8069,8069,8070,geng,0
6286,6286,6287,"ko đi du_lịch cx đc , bắn tiền = ) ) )",0
4927,4927,4928,"biết đốn , đốn , đốn lành",1
1215,1215,1216,1 3 liều nhảy,0
4535,4535,4536,tí ngài swap cứu rupture vui nè awesome,0
6580,6580,6581,end,0
1931,1931,1932,hev vô kill,0
6958,6958,6959,mới la ganbu xong : ) ) ),0
6658,6658,6659,đần,1
865,865,866,cham,0
517,517,518,kiểu vn lót đường dài_dài,0
7635,7635,7636,pun sâu vc,0
2404,2404,2405,raze đi : ) hy_vọng anh_dũng,0
4988,4988,4989,bốc_thăm thúi z,2
6402,6402,6403,trung đá gáy ác,1
7146,7146,7147,stream đẹp,0
479,479,480,bọn bắn chán ko sen ,0
1565,1565,1566,cố_gắng,0
5277,5277,5278,đồng_đội vãi lồn,2
4143,4143,4144,nyx 458 awesome,0
3022,3022,3023,bắn show match 2 tiếng đồng_hồ,0
7127,7127,7128,giày kiên_cường + đao truy hồn hút máu veres giao_tranh tổng,0
89,89,90,pha game vl,1
4446,4446,4447,team legend pháp ex g2 đ,0
7576,7576,7577,tự_tôn,0
5397,5397,5398,gọi cứu hoa ? roi `,0
7004,7004,7005,cho đội thua đầu đánh ? giảm chất_lượng vcs,0
4236,4236,4237,r8 đi,0
6860,6860,6861,hayate tốc biến ok ko mn,0
4689,4689,4690,viewer pha tấu hài giải_trí,0
666,666,667,2,0
5958,5958,5959,tao,0
3986,3986,3987,ngài sup đào ra_đồ,0
3035,3035,3036,bắt đâuù,0
7003,7003,7004,gọi tùng sói hòm đi dai,0
5739,5739,5740,may ma lne dậy,0
7536,7536,7537,20p xong game,0
1322,1322,1323,b o mấy mn,0
2969,2969,2970,ame ấn_độ,0
4281,4281,4282,s0mple cúp ae,0
7305,7305,7306,mai e luyện thành boy 1 cham,0
120,120,121,ảnh kiếm gái,0
2525,2525,2526,tel tù vl,1
5104,5104,5105,má chết,1
4837,4837,4838,húc ngu,1
160,160,161,lok stream quần són = ) ) ) ) ) ) ) ),2
299,299,300,gọi ca_sĩ “ sing ”,0
8042,8042,8043,win,0
3529,3529,3530,game awesome,0
5034,5034,5035,lpl mua giải bẩn vãi lồn,2
4110,4110,4111,tịnh,1
3358,3358,3359,đánh đòi win awesome,0
4051,4051,4052,ngài thính vc,1
6013,6013,6014,đẩy,0
4895,4895,4896,blv chán òm,0
3462,3462,3463,đút xoài mồm,0
4694,4694,4695,vl awp bắn - 44 = ) ) ),1
4174,4174,4175,áo xanh bom,0
2080,2080,2081,,0
7212,7212,7213,18 máu,0
1375,1375,1376,bao cát jiro,0
2346,2346,2347,ok tiệp_nhé,0
5126,5126,5127,tác_dụng mày sp,2
1525,1525,1526,chơi thủ ko dám công . nước_ngoài bắn như_điên,0
242,242,243,vl bắn đồng chả thua,1
6227,6227,6228,đừng trade,0
167,167,168,viv troll vl,1
2267,2267,2268,mỗm ghê_vc,1
6450,6450,6451,đéo sút liền,1
6711,6711,6712,vứt thằng sp,0
5912,5912,5913,chán ha,0
232,232,233,jingg entry cang vl,1
6392,6392,6393,cắm mắt,0
5817,5817,5818,đổi,0
5774,5774,5775,mày đánh đi,0
2850,2850,2851,18 vss95,0
6406,6406,6407,se mấy đánh anh_em,0
